FID,Rock Name,Rock Type,Aquifer Name,Aquifer Code,Shape__Area,Shape__Length
846,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,99584094.49,47019.26003
847,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,64390095.35,45732.18473
848,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,145366877.9,108946.6478
849,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,25704574.35,20447.96151
850,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,32852042.47,32902.94889
851,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,350561480.8,166004.5224
852,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,271393548,102148.4486
853,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,245976965.5,59597.88161
855,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,26851232.61,22823.02748
857,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,9709278.379,13608.40044
859,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,91480385.3,53612.90965
860,Sandstone,300,Marshall Aquifer,311,15187243197,1778699.208
863,Sandstone,300,Cambrian-ordovician Aquifer System,312,949638.9688,6569.263043
867,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,87168478.33,57636.20315
869,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,349606422.2,144331.0802
876,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,126210201.1,56889.06932
878,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,769918333.8,226892.6551
879,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,407169704,130889.2403
880,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,34534093.9,21834.85292
881,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,153676967.3,52020.72186
883,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,11076733.13,13951.80626
884,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,42092106.52,33133.71925
886,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,83940968.25,35199.51295
887,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,16113825.48,17465.43466
888,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,96398049.01,53500.36906
889,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,177343374.9,92271.10948
890,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,216303585.5,74223.28769
893,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,22633365.66,18478.34298
894,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,148483549,73354.62798
895,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,303898158,98279.02928
899,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,345886571,78183.54334
903,Sandstone and carbonate-rock,500,Paleozoic Aquifers,504,7573873903,941843.8443
904,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,379551817.2,197456.185
909,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,567263746.5,158720.2099
912,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,569443683.8,306707.5935
913,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,50169068.64,33314.68014
918,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,138866284.6,88681.70392
919,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,13781420.64,17301.80335
921,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,279141071.7,93668.43299
924,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,880822725.1,228419.2475
930,Sandstone,300,Pennsylvanian Aquifers,310,39182267412,2158619.936
931,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,111903423,51048.79081
935,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,98545813.64,43973.3965
936,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,166966029,49245.60288
937,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,587900109.3,223321.0728
939,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,1078536916,284801.1016
940,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,118522470,56651.45392
941,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,112884642.3,46496.92564
946,Igneous and metamorphic-rock,600,Snake River Plain Basaltic-rock Aquifers,606,40318960269,2193485.746
948,Carbonate-rock,400,Upper Carbonate Aquifer,412,471516421,112985.6963
950,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,79758431.77,50914.13721
952,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,47300605.84,29561.39361
953,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,115142138.1,49988.44495
955,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,93885136.4,77381.65283
957,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,23994841.63,25613.09115
958,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,29378480.2,23817.15383
959,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,341017411.4,146766.5381
961,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,2086937830,360717.7349
963,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,350573305.9,88604.19099
964,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,61698326.93,57169.04916
965,Sandstone,300,New York Sandstone Aquifers,309,1127707214,221475.1801
966,Sandstone,300,New York Sandstone Aquifers,309,62762712.03,54752.70612
969,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,112213014.2,64626.5598
970,Sandstone and carbonate-rock,500,Paleozoic Aquifers,504,258896820.9,160395.9205
972,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,49253164.83,40082.27737
973,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,382619862.6,108088.2782
974,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,16985731.55,24223.23438
975,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,487935040.8,155864.2192
977,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,247978314.6,148884.484
978,Sandstone,300,Lower Cretaceous Aquifers,304,1974828876,602739.3585
979,Unconsolidated sand and gravel,100,Snake River Plain Basin-fill Aquifers,117,17644619894,2228196.604
981,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,12422343.77,13903.64988
982,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,54450677.18,39615.08501
983,Sandstone,300,New York Sandstone Aquifers,309,33012793.34,35278.42284
987,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,56116059.47,34980.72494
989,Sandstone,300,Upper Cretaceous Aquifers,315,5030586038,651830.6695
992,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,96429649.07,61946.03967
995,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,51110292.24,42993.5545
996,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,70836399.04,48164.66784
997,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,643443437.6,258159.9846
998,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,133390619.4,60547.73192
999,Carbonate-rock,400,Upper Carbonate Aquifer,412,26382857582,1058494.614
1001,Igneous and metamorphic-rock,600,Snake River Plain Basaltic-rock Aquifers,606,36395545.81,36553.58938
1002,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,90579704.77,57550.16391
1003,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,57390102.91,33619.84566
1004,Igneous and metamorphic-rock,600,Snake River Plain Basaltic-rock Aquifers,606,9630830.68,13640.22797
1006,Sandstone,300,Marshall Aquifer,311,90644.03906,1394.346093
1007,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,198905000.9,73875.2154
1012,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,179716612.6,123995.3324
1013,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,771618255.7,166111.1583
1018,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,209001505.2,93221.75011
1021,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,107501058.4,37849.75185
1022,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,5583506234,980372.4958
1026,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,62163093.72,31920.79565
1028,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,36247004.65,44519.15021
1030,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,9122044.543,11135.27541
1031,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,99090141,81127.23148
1032,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,133830111.2,108325.3895
1034,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,63715422.86,53904.42482
1036,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,11557653.33,14240.54363
1039,Igneous and metamorphic-rock,600,Snake River Plain Basaltic-rock Aquifers,606,130718496.5,60250.91799
1040,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,31070404.23,29686.09048
1041,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,42059633.68,29606.77878
1042,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,28750361.58,20974.94312
1043,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,99465381.41,84834.29979
1044,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,32775844.27,23001.73895
1048,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,185377107.2,78792.80587
1049,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,642741040,218981.6489
1051,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,109078415.8,98774.39648
1060,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,19458944.28,29269.08409
1066,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,72455214.86,49918.1818
1067,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,637571666.4,238759.6588
1069,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,41922524.09,26606.03418
1072,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,107667983.6,43510.8386
1073,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,145618362.1,47464.95066
1074,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,319943084.6,112320.9533
1075,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,38750472.59,27361.02332
1079,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,68001643.95,44514.56431
1081,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,248940593.9,83706.26176
1083,Sandstone,300,Marshall Aquifer,311,6668311327,999903.4874
1084,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,21086705.27,22519.62608
1086,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,94931314.54,69928.71906
1088,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,142805836.4,48038.37717
1089,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,8694358.27,11851.50435
1093,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,9170002.922,17684.48967
1094,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,23866651.03,23642.15653
1095,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,62317245.52,49940.35621
1096,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,51350917.84,35239.08916
1097,Unconsolidated sand and gravel,100,Snake River Plain Basin-fill Aquifers,117,5627598287,777666.2869
1098,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,79719122.1,37591.54618
1099,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,142124188.7,50765.44921
1100,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,148636744.6,114610.4157
1107,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,91588135.37,84540.96806
1108,Igneous and metamorphic-rock,600,Snake River Plain Basaltic-rock Aquifers,606,71032401.95,44095.60525
1110,Igneous and metamorphic-rock,600,Snake River Plain Basaltic-rock Aquifers,606,134679746,62468.28956
1112,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,157586872.2,73691.36384
1114,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,204575594.4,68067.71699
1115,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,143703126.8,53926.84914
1116,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,78749229.56,40668.84741
1117,Igneous and metamorphic-rock,600,Snake River Plain Basaltic-rock Aquifers,606,199888329.6,80753.33287
1120,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,114907090,77931.16006
1122,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,42970304.38,27636.08386
1127,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,112331244.8,57998.54226
1130,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,89677884.41,47580.92691
1138,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,16843143.95,20516.59321
1139,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,272446824.4,79671.2446
1140,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,75594489.27,60595.2988
1142,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,17904289.28,18900.52668
1145,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,253230182.5,86428.46655
1147,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,1710272856,312910.2906
1148,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,32108307.93,31344.46499
1150,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,162300391.2,123886.4964
1154,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,86207744.51,35771.54159
1155,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,854892551.2,153688.0609
1156,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,51455185.55,50899.9972
1157,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,162268863.5,105286.1805
1161,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,69627557.66,45933.98967
1162,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,39946381.77,35579.97569
1164,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,16833000.69,15184.79127
1165,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,175534085.5,80028.81096
1167,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,67980276.2,44221.82232
1169,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,42224368.36,34297.47003
1171,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,92893287.75,72424.37943
1179,Unconsolidated sand and gravel,100,High Plains Aquifer,107,7.61362E+11,16974728.21
1183,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,58222521.59,47028.90654
1184,Sandstone,300,Lower Tertiary Aquifers,314,22105665606,1308187.702
1186,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,4581870969,691249.3229
1187,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,60406550.98,42372.88993
1189,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,81198956.4,72014.35872
1190,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,182478677.2,109785.0425
1193,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,17377112477,3228256.869
1194,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,43029079.77,24338.36453
1195,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,53014048.23,32910.56423
1196,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,264378018.7,96715.1047
1197,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,807576.7266,3903.458192
1198,Sandstone,300,Pennsylvanian Aquifers,310,909711547.7,182236.6218
1199,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,109742431.8,67778.80408
1200,Sandstone,300,Lower Cretaceous Aquifers,304,302297582.4,110056.3172
1201,Sandstone and carbonate-rock,500,Paleozoic Aquifers,504,2768094744,601695.0873
1202,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,326995632.9,162143.5036
1203,Sandstone and carbonate-rock,500,Paleozoic Aquifers,504,197988468,108372.5955
1204,Sandstone,300,Upper Cretaceous Aquifers,315,445806922.4,192852.4174
1206,Igneous and metamorphic-rock,600,Snake River Plain Basaltic-rock Aquifers,606,44009640.21,27961.45276
1207,Igneous and metamorphic-rock,600,Snake River Plain Basaltic-rock Aquifers,606,76024963.57,41773.99331
1208,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,292119286.5,81706.23725
1209,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,54176924.98,32265.47838
1210,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,115518686,61074.07171
1211,Igneous and metamorphic-rock,600,Snake River Plain Basaltic-rock Aquifers,606,471764050.5,148306.1345
1212,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,119183647.1,44019.93843
1213,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,25910194.52,21746.44377
1214,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,1519537999,387010.5345
1215,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,72344588.11,45897.28332
1216,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,79496779.08,36489.28641
1217,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,56022904.04,45201.47435
1219,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,627957415.5,265891.6694
1220,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,123780747.9,80327.09828
1221,Carbonate-rock,400,Silurian-devonian Aquifers,410,175698331.7,60124.74661
1223,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,1260480805,234881.9039
1224,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,2720115557,507624.3994
1225,Igneous and metamorphic-rock,600,Snake River Plain Basaltic-rock Aquifers,606,38255721.97,36414.86208
1226,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,109136532.6,54494.68999
1227,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,52559534.78,38529.40098
1228,Carbonate-rock,400,Silurian-devonian Aquifers,410,62627911471,2498994.542
1229,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,649140385.7,241729.9591
1230,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,298191630.7,216299.2026
1231,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,4850738124,672666.4399
1232,Sandstone,300,Colorado Plateaus Aquifers,301,5.93869E+11,7487643.448
1233,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,47651928.82,41247.14901
1234,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,87542786.77,40036.79231
1235,Igneous and metamorphic-rock,600,Snake River Plain Basaltic-rock Aquifers,606,57337144.77,39926.5163
1236,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,2632090080,638907.0153
1237,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,166777192.8,110287.2455
1238,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,485264532,126641.3418
1240,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,38348448.64,30594.69651
1241,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,50248211.5,37816.79034
1242,Igneous and metamorphic-rock,600,Snake River Plain Basaltic-rock Aquifers,606,39746779.38,23943.54493
1243,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,215439214.1,96548.96034
1245,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,39476075.75,28114.69153
1246,Igneous and metamorphic-rock,600,Snake River Plain Basaltic-rock Aquifers,606,4037035847,563353.792
1247,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,49378922.4,30822.89967
1249,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,63664914.41,29820.50685
1250,Sandstone,300,Lower Cretaceous Aquifers,304,1756094934,397872.3047
1252,Igneous and metamorphic-rock,600,Snake River Plain Basaltic-rock Aquifers,606,42341371.41,25949.9361
1254,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,215600047.9,67245.33277
1255,Igneous and metamorphic-rock,600,Snake River Plain Basaltic-rock Aquifers,606,88539523.41,52953.8682
1256,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,4208762393,895441.5045
1258,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,38060408.76,23595.72176
1259,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,62698070.32,42837.66201
1261,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,854542973.2,159645.177
1262,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,25314456.8,27200.62387
1263,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,104789175.1,68534.79648
1264,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,48034764.16,39123.46108
1265,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,920826283.2,303655.2949
1266,Sandstone,300,Lower Cretaceous Aquifers,304,88266633.95,43496.29714
1267,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,33297832.81,25490.23724
1269,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,2299823334,362174.2208
1273,Sandstone,300,Upper Cretaceous Aquifers,315,206977183.2,111270.9912
1274,Unconsolidated sand and gravel,100,Snake River Plain Basin-fill Aquifers,117,128372676.2,68230.60183
1275,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,65335680.54,49674.19495
1276,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,32369931.11,23230.15926
1277,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,48356501.82,36209.66012
1278,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,52005015.95,42921.05407
1279,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,84785675.22,36675.05146
1280,Igneous and metamorphic-rock,600,Snake River Plain Basaltic-rock Aquifers,606,41112858.26,37448.28207
1281,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,193647560.4,82327.83467
1282,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,281413148.7,83811.61385
1283,Igneous and metamorphic-rock,600,Snake River Plain Basaltic-rock Aquifers,606,28951575.44,19907.45813
1284,Sandstone,300,Lower Tertiary Aquifers,314,1437415022,268556.2283
1287,Igneous and metamorphic-rock,600,Snake River Plain Basaltic-rock Aquifers,606,137956874.3,59212.36892
1288,Sandstone and carbonate-rock,500,Mississippian Aquifers,503,57208910662,8501835.872
1290,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,38887681.82,30915.45818
1291,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,96192977.83,57636.52833
1293,Igneous and metamorphic-rock,600,Snake River Plain Basaltic-rock Aquifers,606,34411665.81,25637.59661
1294,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,40727228.8,29091.79976
1295,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,563421638,272859.2933
1299,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,93847637.06,54038.52466
1300,Sandstone,300,Lower Cretaceous Aquifers,304,149680797.8,88482.63274
1302,Unconsolidated sand and gravel,100,Snake River Plain Basin-fill Aquifers,117,86106000.36,42669.70837
1303,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,1934327537,524080.9315
1304,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,4774005061,1640787.466
1305,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,1374751945,263523.6617
1306,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,18205363.72,17694.85058
1307,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,2304523638,387412.3734
1308,Unconsolidated sand and gravel,100,Snake River Plain Basin-fill Aquifers,117,76926642.34,63353.33505
1309,Igneous and metamorphic-rock,600,Snake River Plain Basaltic-rock Aquifers,606,56698855.6,31383.22446
1310,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,127184770.5,57165.63737
1311,Sandstone,300,Lower Cretaceous Aquifers,304,261494496.1,102085.8387
1312,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,5.55669E+11,76938089.65
1314,Igneous and metamorphic-rock,600,Snake River Plain Basaltic-rock Aquifers,606,60164835.94,44840.13893
1315,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,46713599.23,30157.54411
1316,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,173550374.7,66175.8959
1317,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,211282760.7,76830.38515
