FID,Rock Name,Rock Type,Aquifer Name,Aquifer Code,Shape__Area,Shape__Length
2617,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,102854.7188,1495.124582
2618,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,178676403.2,96526.77911
2619,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,447671368.5,110495.9598
2620,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,2623621447,596751.3572
2621,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,1414820.754,4735.273654
2622,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,25328278.81,21195.23704
2623,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,1257390.102,4944.078807
2624,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,39354174.95,32096.57044
2625,Carbonate-rock,400,Silurian-devonian Aquifers,410,636678893.3,271832.3139
2626,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,691828.7813,3102.928217
2627,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,331362865.8,126617.9576
2628,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,2280397.391,8553.77957
2629,Unconsolidated sand and gravel,100,California Coastal Basin Aquifers,103,190649559,76265.66856
2630,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,70484775.98,36308.67452
2631,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,30484682.68,22776.22587
2633,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,66865019.32,35319.88139
2634,Semiconsolidated sand,200,Mississippi Embayment Aquifer System,203,2860387113,493392.5638
2635,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,111921079.4,67117.31007
2636,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,484115.5977,2821.079836
2637,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,333635.668,2392.834859
2638,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,267794.2734,2066.834022
2639,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,51214444.19,46398.09246
2640,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,80676919.66,52486.10568
2641,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,254853506.6,81559.57092
2643,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,11362610.8,14214.46268
2644,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,4981170.281,10350.19644
2647,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,726934765.4,337673.3885
2648,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,5932663.707,9777.057271
2649,Carbonate-rock,400,Silurian-devonian Aquifers,410,271645611.2,91512.94107
2650,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,18481535.37,17191.87116
2653,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,373499.4063,2665.629532
2655,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,191538581.2,70415.00496
2656,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,439421.6328,2498.237824
2658,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,700836.918,3406.449976
2659,Carbonate-rock,400,Ordovician Aquifers,411,14179467502,933807.9622
2660,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,67658579.85,36215.16983
2661,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,32494321.61,26978.51124
2662,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,486686.9375,2727.00955
2663,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,24446113.41,24802.68807
2664,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,114595134.1,52299.41967
2666,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,14481471.46,14509.74019
2669,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,3762262.766,9373.67827
2670,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,76009365.22,49703.15601
2671,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,251034870.8,132503.1565
2673,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,99108626.04,68725.3485
2675,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,44005117.53,26132.51865
2677,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,140789957.7,74047.57532
2678,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,38736643.7,29429.9611
2679,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,9706962.434,12603.87889
2680,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,18523797.55,18691.07422
2684,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,24967565.37,24108.61338
2685,Carbonate-rock,400,Ozark Plateaus Aquifer System,405,128802329.6,126175.6244
2686,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,44486421.86,28705.60681
2689,Sandstone,300,Early Mesozoic Basin Aquifers,308,49997220.84,31805.61302
2690,Carbonate-rock,400,Silurian-devonian Aquifers,410,235117750.8,76965.95586
2693,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,318585618.4,239443.8639
2694,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,512372.8984,2900.158347
2696,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,634633.1523,3159.76364
2697,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,159210282.5,65862.43153
2698,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,365838.4453,2684.839474
2699,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,63369750.05,51120.26778
2700,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,11761559.71,20290.09263
2702,Sandstone,300,Central Oklahoma Aquifer,306,9258284110,479938.6331
2703,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,82776985.07,42502.50275
2705,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,51458290.59,33913.87113
2706,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,172174355.7,150953.3256
2708,Carbonate-rock,400,Ozark Plateaus Aquifer System,405,6576838.656,9974.161185
2709,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,25261003.91,26017.30121
2710,Carbonate-rock,400,Ozark Plateaus Aquifer System,405,18635841.83,17406.07762
2712,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,23551773.82,25645.1486
2714,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,225255938.9,176436.4913
2715,Carbonate-rock,400,Castle Hayne Aquifer,418,115746383.7,42216.49399
2716,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,150044566.9,69323.58861
2717,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,75606791.93,58536.34896
2720,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,28466868.03,27827.07356
2721,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,19201914.98,20001.06756
2722,Carbonate-rock,400,Piedmont And Blue Ridge Carbonate-rock Aquifers,417,30289784.77,35040.18657
2723,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,43939850.34,48885.50338
2725,Carbonate-rock,400,Piedmont And Blue Ridge Carbonate-rock Aquifers,417,24197730.07,23119.15025
2726,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,10247044.51,12839.51439
2727,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,661982.5938,3044.235311
2729,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,38139133.29,26751.55574
2730,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,279013.4844,1993.423946
2732,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,842112.6211,3522.485557
2733,Sandstone,300,Rush Springs Aquifer,305,4573590934,439083.2904
2735,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,5122212.082,10179.45074
2737,Carbonate-rock,400,Silurian-devonian Aquifers,410,318501757.8,97335.21025
2739,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,566476.1289,3053.1172
2740,Carbonate-rock,400,Silurian-devonian Aquifers,410,2404040950,417199.9075
2741,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,377829.4688,2370.452257
2743,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,357873.3438,2898.335048
2744,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,769322.0195,3541.011647
2745,Carbonate-rock,400,Silurian-devonian Aquifers,410,720755398.8,192739.1006
2747,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,560550.2969,2862.643565
2748,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,24607103.87,20891.37038
2749,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,223899.125,1896.206974
2751,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,178996825.2,212647.171
2752,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,2916930875,600247.4656
2754,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,62735988.19,43693.41343
2755,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,27816178,25668.90814
2758,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,911215168.9,244509.5229
2762,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,192193437.9,161507.1728
2764,Carbonate-rock,400,Castle Hayne Aquifer,418,200015557,106962.7211
2765,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,137507387.3,61754.0991
2768,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,38648120.42,26891.56371
2770,Sandstone and carbonate-rock,500,Mississippian Aquifers,503,319725662.3,102540.4882
2772,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,82311177.2,38628.2575
2773,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,377056.4219,2436.703151
2777,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,175564.8984,1800.958649
2780,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,49657611.57,52233.17358
2781,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,498825.7656,2725.845696
2784,Carbonate-rock,400,Castle Hayne Aquifer,418,10840921056,768973.3187
2787,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,51811027.12,31913.64279
2789,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,73815053.38,41955.004
2790,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,16754001.24,15419.57607
2794,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,441663.5547,2588.125888
2797,Sandstone and carbonate-rock,500,Mississippian Aquifers,503,348830771,111643.7125
2799,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,500434.7422,2744.485771
2800,Unconsolidated sand and gravel,100,California Coastal Basin Aquifers,103,200255666.9,119230.6585
2801,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,960159.2891,4566.118194
2805,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,1115941.332,4145.748519
2807,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,417671.8164,2975.035006
2808,Carbonate-rock,400,Blaine Aquifer,406,12471654397,1309836.684
2809,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,2878155.082,11966.0883
2811,Unconsolidated sand and gravel,100,California Coastal Basin Aquifers,103,2069223308,457503.6928
2813,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,4585182.918,9253.963394
2814,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,662497.7188,3239.317233
2816,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,415370.9141,2494.140724
2817,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,225378.7266,1924.057845
2819,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,298713.25,2165.575721
2820,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,291098.0977,2255.017734
2821,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,415321.0625,2501.087859
2822,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,503161.4141,2859.860393
2823,Carbonate-rock,400,Piedmont And Blue Ridge Carbonate-rock Aquifers,417,259166569.2,159666.8534
2824,Unconsolidated sand and gravel,100,Surficial Aquifer System,111,2.37485E+11,9456235.535
2825,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,339566.8867,2678.581824
2826,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,58014356.27,30782.18641
2832,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,266422685.1,123891.1669
2834,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,1171569.02,4223.810289
2835,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,2287447634,374079.9265
2836,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,43139704.94,70396.56793
2837,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,770794.625,3292.492448
2840,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,659504.4961,3015.363282
2841,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,507339.9766,2713.772155
2844,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,378903738.7,94897.37661
2847,Unconsolidated sand and gravel,100,California Coastal Basin Aquifers,103,2178986679,439383.5894
2850,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,12287252.52,13346.13196
2851,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,11415949.61,19510.08884
2854,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,791927.1016,3338.534774
2856,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,531281.4648,2875.935922
2858,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,24883728.79,19426.10495
2859,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,409384.3984,2390.048331
2860,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,2261761406,710699.8314
2861,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,712694.0117,3150.95103
2864,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,508183.7891,2682.647957
2865,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,27589299.51,29262.6625
2869,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,782091.4297,3705.918721
2870,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,139080.918,1501.518387
2872,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,368620.1914,2500.59281
2873,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,1552788.578,5105.504143
2876,Semiconsolidated sand,200,Mississippi Embayment Aquifer System,203,772736106.3,171221.5645
2879,Unconsolidated sand and gravel,100,Seymour Aquifer,110,967152996.3,204907.596
2882,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,3816160.027,8386.877238
2883,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,705214.8203,3241.10367
2884,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,2878289.922,7457.806371
2885,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,2366181.609,7006.181101
2887,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,874943.3906,3456.144032
2889,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,319889.8203,2254.314864
2890,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,240838.1523,2177.777615
2892,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,78129990.01,40437.52069
2893,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,333122.6094,2527.714505
2894,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,1075094.254,4103.380839
2895,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,217802.5664,1938.658664
2896,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,6329669.484,17800.68896
2899,Sandstone and carbonate-rock,500,Mississippian Aquifers,503,191925610.8,68764.46752
2902,Semiconsolidated sand,200,Southeastern Coastal Plain Aquifer System,204,39478988.6,23063.02249
2903,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,454322.8594,2643.582885
2908,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,74680642.41,48130.24175
2911,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,6538251.512,19117.68469
